Author,Title,Content,Views
Vicente de Carvalho,Sugestões do Crepúsculo,"Estranha voz, estranha prece
Aquela prece e aquela voz,
Cuja humildade nem parece
Provir do mar bruto e feroz;

Do mar, pagão criado às soltas
Na solidão, e cuja vida
Corre, agitada e desabrida,
Em turbilhões de ondas revoltas;

Cuja ternura assustadora
Agride a tudo que ama e quer,
E vai, nas praias onde estoura,
Tanto beijar como morder...

Torvo gigante repelido
Numa paixão lasciva e louca,
É todo fúria: em sua boca
Blasfema a dor, mora o rugido.

Sonha a nudez: brutal e impuro,
Branco de espuma, ébrio de amor,
Tenta despir o seio duro
E virginal da terra em flor.

Debalde a terra em flor, com o fito
De lhe escapar, se esconde — e anseia
Atrás de cômoros de areia
E de penhascos de granito:

No encalço dessa esquiva amante
Que se lhe furta, segue o mar;
Segue, e as maretas solta adiante
Como matilha, a farejar.

E, achado o rastro, vai com as suas
Ondas, e a sua espumarada
Lamber, na terra devastada,
Barrancos nus e rochas nuas...


Publicado no livro Poemas e Canções (1908).

In: CARVALHO, Vicente de. Poemas e canções. 17.ed. São Paulo: Saraiva, 196",25993
Luiz de Miranda,Cidade,"Que será do homem
que não sustenta
a sua fome
com pão, leite, feijão e ar?

Nada é menos livre
do que a fome
que mata o homem
e nada é mais livre
do que a palavra
que a revela
sob o sal das horas

Que será sob a cidade
do homem
onde não há lugar
sequer às letras noturnas do luar
aos peixes claros da alma

Que será do menino
que vive nele
a idade é mineral
emocional
e o tempo
esse cadáver embarcado
nos enche de mau
cheiro e de morte
a nos salvar

a música da esperança
o eterno pássaro
de nossa herança

Que cidade é esta
que nos cerca de luzes
mas apaga o feltro
de nossa infância
a febre de nossa voz
e deixa-nos ancorados
às esquinas
fotografia de fumaça e neblina

Que homem é este
que não se sustenta
que a fome o come
a partir do nome operário


Publicado no livro Estado de alerta (1981).

In: MIRANDA, Luiz de. Poesia reunida, 1967/1992. Rio de Janeiro: Civilização Brasileira; Porto Alegre: IEL, 1992. p.300-30",13711
Martins Fontes,Balada Madrigalesca,"À moda clássica, ao sabor
da antiga métrica francesa,
venha brindar um rimador
a uma princesa portuguesa.
Fulgure a pedraria acesa
das rimas rútilas do ideal,
para eu cantar em Sua Alteza
a flor-de-lis de Portugal.

Há nos seus olhos o negror
das noites cheias de tristeza,
e o vivo e cálido esplendor
do sol de Nice ou de Veneza.
E a sua mão tem, com certeza,
o alvor da neve boreal:
É o lírio branco da nobreza,
a flor-de-lis de Portugal.

Pajem galante e trovador,
cumpro, encantado, a doce empresa
de demonstrar que numa flor
se espelha a sua gentileza.
E, com sutil delicadeza,
digo, ao findar o madrigal:
Dona Leonor é, na pureza,
a flor-de-lis de Portugal.

OFERTA

Cheia de graça e de beleza,
Dona Leonor é lirial.
Era uma vez uma princesa,
a flor-de-lis de Portugal...


Publicado no livro Verão (1917).

In: FONTES, Martins. Poesia. Org. Cassiano Ricardo. Rio de Janeiro: Agir, 1959. p.44-45. (Nossos clássicos, 40",14016
Arlindo Barbeitos,Mão Frágil,"em mão frágil de amarelo
se quebra o galho de gajajeira
pela tardinha vermelha em flor
sussurrar de vento
não é voz de capim crescendo
é murmúrio impaciente
de gentes
no azul de parte alguma
em mão frágil de amarelo
se quebra o galho da gajajeira
pela tardinha vermelha em flor",9493
Edgar Allan Poe,To Helen [Sarah Helen Whitman,"I saw thee once— once only — years ago:
    I must not say how many — but not many.
    It was a July midnight; and from out
    A full-orbed moon, that, like thine own soul, soaring,
    Sought a precipitate pathway up through heaven,
    There fell a silvery-silken veil of light,
    With quietude, and sultriness, and slumber,
    Upon the upturned faces of a thousand
    Roses that grew in an enchanted garden,
    Where no wind dared to stir, unless on tiptoe —
    Fell on the upturn'd faces of these roses
    That gave out, in return for the love-light,
    Their odorous souls in an ecstatic death —
    Fell on the upturn'd faces of these roses
    That smiled and died in this parterre, enchanted
    By thee, and by the poetry of thy presence.

    Clad all in white, upon a violet bank
    I saw thee half reclining; while the moon
    Fell on the upturn'd faces of the roses,
    And on thine own, upturn'd— alas, in sorrow!

    Was it not Fate, that, on this July midnight—
    Was it not Fate, (whose name is also Sorrow,)
    That bade me pause before that garden-gate,
    To breathe the incense of those slumbering roses?
    No footstep stirred: the hated world an slept,
    Save only thee and me. (Oh, Heaven!— oh, God!
    How my heart beats in coupling those two words!)
    Save only thee and me. I paused— I looked—
    And in an instant all things disappeared.
    (Ah, bear in mind this garden was enchanted!)

    The pearly lustre of the moon went out:
    The mossy banks and the meandering paths,
    The happy flowers and the repining trees,
    Were seen no more: the very roses' odors
    Died in the arms of the adoring airs.
    All— all expired save thee— save less than thou:
    Save only the divine light in thine eyes—
    Save but the soul in thine uplifted eyes.
    I saw but them— they were the world to me!
    I saw but them— saw only them for hours,
    Saw only them until the moon went down.
    What wild heart-histories seemed to he enwritten

    Upon those crystalline, celestial spheres!
    How dark a woe, yet how sublime a hope!
    How silently serene a sea of pride!
    How daring an ambition; yet how deep—
    How fathomless a capacity for love!

    But now, at length, dear Dian sank from sight,
    Into a western couch of thunder-cloud;
    And thou, a ghost, amid the entombing trees
    Didst glide away. Only thine eyes remained;
    They would not go— they never yet have gone;
    Lighting my lonely pathway home that night,
    They have not left me (as my hopes have) since;
    They follow me— they lead me through the years.
    They are my ministers — yet I their slave.
    Their office is to illumine and enkindle —
    My duty, to be saved by their bright light,
    And purified in their electric fire,
    And sanctified in their elysian fire.
    They fill my soul with Beauty (which is Hope),
    And are far up in Heaven — the stars I kneel to
    In the sad, silent watches of my night;
    While even in the meridian glare of day
    I see them still — two sweetly scintillant
    Venuses, unextinguished by the sun!


    1850

",25395
Paulo Leminski,lembrem de mim,"lembrem de mim
como de um
que ouvia a chuva
como quem assiste missa
como quem hesita, mestiça,
entre a pressa e a preguiça


Publicado no livro Polonaises (1980).

In: LEMINSKI, Paulo. Caprichos e relaxos. Prefácio de Haroldo de Campos. 2. ed. São Paulo: Brasiliense, 198",128123
Nuno Júdice,Arte poética com melancolia,"Preocupam-me ainda as coisas do passado. Escrevo
como se o poema fosse uma realidade, ou dele nascessem
as folhas da vida, com o verde esplêndido de uma súbita
primavera. Sobreponho ao mundo a linguagem; tiro
palavras de dentro do que penso e do que faço, como
se elas pudessem viver aí, peixes verbais no
aquário do ser. É verdade que as palavras não nascem
da terra, nem trazem consigo o peso da matéria;
quando muito, descem ao nível dos sentimentos, bebem
o mesmo sangue com que se faz viver as emoções,
e servem de alimento a outros que as lêem como se, nelas,
estivesse toda a verdade do mundo. Vejo-as caírem-me
das mãos como areia; tento apanhar esses restos de tempo,
de vida que se perdeu numa esquina de quem fomos; e
vou atrás deles, entrando nesse charco de fundos movediços
a que se dá o nome de memória. Será isso a poesia? É
então que surges: o teu corpo, que se confunde com o das
palavras que te descrevem, hesita numa das entradas
do verso. Puxo-te para o átrio da estrofe; digo o teu nome
com a voz baixa do medo; e apenas ouço o vento que empurra
portas e janelas, sílabas e frases, por entre as imagens
inúteis que me separaram de ti.Nuno Júdice, in ""Teoria geral do sentimento"", pág. 9 | Quetzal Editores, 1999",224000
Fernando Pessoa,"Aqui, Neera, longe","Aqui, Neera, longe
De homens e de cidades,
Por ninguém nos tolher
O passo, nem vedarem
A nossa vista as casas,
Podemos crer-nos livres.

Bem sei, ó flava, que inda
Nos tolhe a vida o corpo,
E não temos a mão
Onde temos a alma;
Bem sei que mesmo aqui
Se nos gasta esta carne
Que os deuses concederam
Ao estado antes de Averno.

Mas aqui não nos prendem
Mais coisas do que a vida,
Mãos alheias não tomam
Do nosso braço, ou passos
Humanos se atravessam
Pelo nosso caminho.

Não nos sentimos presos
Senão com pensarmos nisso,
Por isso não pensemos
E deixemo-nos crer
Na inteira liberdade
Que é a ilusão que agora
Nos torna iguais dos deuses.


02/08/1914",1981530
Pedro Nava,O Defunto,"Quando morto estiver meu corpo,
Evitem os inúteis disfarces,
Os disfarces com que os vivos,
Só por piedade consigo,
Procuram apagar no Morto
O grande castigo da Morte.

Não quero caixão de verniz
Nem os ramalhetes distintos,
Os superfinos candelabros
E as discretas decorações.

Quero a morte com mau-gosto!

Dêem-me coroas de pano.
Dêem-me as flores de roxo pano,
Angustiosas flores de pano,
Enormes coroas maciças,
Como enormes salva-vidas,
Com fitas negras pendentes.

E descubram bem minha cara:
Que a vejam bem os amigos.
Que não a esqueçam os amigos.
Que ela ponha nos seus espíritos
A incerteza, o pavor, o pasmo.
E a cada um leve bem nítida
A idéia da própria morte.

Descubram bem esta cara!

Descubram bem estas mãos.
Não se esqueçam destas mãos!
Meus amigos, olhem as mãos!
Onde andaram, que fizeram,
Em que sexos demoraram
Seus sabidos quirodáctilos?

Foram nelas esboçados
Todos os gestos malditos:
Até os furtos fracassados
E interrompidos assassinatos.

— Meus amigos! olhem as mãos
Que mentiram às vossas mãos...
Não se esqueçam!  Elas fugiram
Da suprema purificação
Dos possíveis suicídios.

— Meus amigos, olhem as mãos!
As minhas e as vossas mãos!

Descubram bem minhas mãos!

Descubram todo o meu corpo.
Exibam todo o meu corpo,
E até mesmo do meu corpo
As partes excomungadas,
As sujas partes sem perdão.

— Meus amigos, olhem as partes...
Fujam das partes,
Das punitivas, malditas partes  ...

E, eu quero a morte nua e crua,
Terrífica e habitual,
Com o seu velório habitual.

— Ah! o seu velório habitual!

Não me envolvam em lençol:
A franciscana humildade
Bem sabeis que não se casa
Com meu amor da Carne,
Com meu apego ao Mundo.

E quero ir de casimira:
De jaquetão com debrum,
Calça listrada, plastron...
E os mais altos colarinhos.

Dêem-me um terno de Ministro
Ou roupa nova de noivo ...
E assim Solene e sinistro,
Quero ser um tal defunto,
Um morto tão acabado,
Tão aflitivo e pungente,
Que sua lembrança envenene
O que resta aos amigos
De vida sem minha vida.

— Meus, amigos, lembrem de mim.
Se não de mim, deste morto,
Deste pobre terrível morto
Que vai se deitar para sempre
Calçando sapatos novos!
Que se vai como se vão

Os penetras escorraçados,
As prostitutas recusadas,
Os amantes despedidos,
Como os que saem enxotados
E tornariam sem brio
A qualquer gesto de chamada.

Meus amigos, tenham pena,
Senão do morto, ao menos
Dos dois sapatos do morto!
Dos seus incríveis, patéticos
Sapatos pretos de verniz.
Olhem bem estes sapatos,
E olhai os vossos também.

",15035
Mutimati,O Ferro,"Como se faz o ferro perguntou agora esta criança pequena
Que é um pastor de cabritos e há de ser homem
E há de ser um homem melhor que sabe do ferro
Com coragem de ferro e um coração generoso.

Expliquei-lhe mal porque só sei o que vi
E ninguém me falou nunca mais completo.

Menino: Há uma pedra de ferro que vem da Terra
Há outra pedra carvão que vem da Terra
Faz um forno de Terra como uma cabeça redonda
E no lugar dos cabelos põe canudos de Terra
Com dentro pedra de ferro bem apertada
E enche aquela cabeça de boca pequena
Com pedras carvão da Terra, bem apertadas.

Casa toda esta Terra de sorrisos diferentes
Com o Fogo macho acendido na manhã baixa
Com o Padrinho Ar de Fole sempre a dizer piadas
E a Madrinha Água Pouca esperando
Para dizer a sua sentença importante.

O ferro é o que fica da boda dos quatro elementos
Por isso o ferreiro é um Homem sábio
Faz a enxada, faz a machada, faz faca.

Com a semente de ferro que semeou
Planta e colhe nesta especial Agricultura
Come um pão de ferro que faz o coração generoso
O Ferreiro, este camponês especial
Menino.

Quanto tempo vai ficar esta criança pequena
Sem uma resposta melhor mais completa?

",5534
Machado de Assis,Stella,"Já raro e mais escasso
A noite arrasta o manto,
E verte o último pranto
Por todo o vasto espaço.

Tíbio clarão já cora
A tela do horizonte,
E já de sobre o monte
Vem debruçar-se a aurora

À muda e torva irmã,
Dormida de cansaço,
Lá vem tomar o espaço
A virgem da manhã.

Uma por uma, vão
As pálidas estrelas,
E vão, e vão com elas
Teus sonhos, coração.

Mas tu, que o devaneio
Inspiras do poeta,
Não vês que a vaga inquieta
Abre-te o úmido seio?

Vai. Radioso e ardente,
Em breve o astro do dia,
Rompendo a névoa fria,
Virá do roxo oriente.

Dos íntimos sonhares
Que a noite protegera,
De tanto que eu vertera.
Em lágrimas a pares.

Do amor silencioso.
Místico, doce, puro,
Dos sonhos do futuro,
Da paz, do etéreo gozo,

De tudo nos desperta
Luz de importuno dia;
Do amor que tanto a enchia
Minha alma está deserta.

A virgem da manhã
Já todo o céu domina . . .
Espero-te, divina,
Espero-te, amanhã.

",58058
José Sarney,Meditação sobre o Bacanga,"As águas passam
É lua e as casas aparecem.
Sou eu.  Narciso que se olha
E fenece.

Tudo é sombra, sombra e nada,
água e silêncio nas folhas e vales
rompidos pelo Bacanga em sulcos
de madrugada.
Faixa de vento na montanha a encher e vazar:
címbalos onde o tédio geme.

É o gigante do não esquecer e as vozes do mangue.
Sangue correndo das imagens mordidas
pelos dentes estranguladores da noite.

Narciso se olha
Satanicamente o brilho dos olhares
buscam
o que não existe mais.

Ele vivia além e tinha fome, mas pensava.
Comeu os pensamentos devorando os dias
o nome e a noite.
Doce rio que vem e bóia
na enseada.
Águas barrentas, sujas,
Liberdade que morreu
e se afoga
no Mar.

Medito sobre mim que já sou morto:
as canções fúnebres que me pesam
como pedras no vazio do
lembrar.

— Barquinho de vela
que vai sobre o mar.
Boneca amarela
que me vem roubar.

meus olhos fenecem e o presságio dorme
no espelho das águas que
escorrem.
(A Canção Inicial / l954)

",3802
Domingos Caldas Barbosa,Doçura de Amor,"Cuidei que o gosto de Amor
Sempre o mesmo gosto fosse,
Mas um Amor Brasileiro
Eu não sei por que é mais doce.

Gentes, como isto
Cá é temperado,
Que sempre o favor
Me sabe a salgado:

Nós lá no Brasil
A nossa ternura
A açúcar nos sabe,
Tem muita doçura,
Oh! se tem! tem.

Tem um mel mui saboroso,
É bem bom, é bem gostoso.

As ternuras desta terra
Sabem sempre a pão e queijo
Não são como no Brasil
Que até é doce o desejo.

Gentes etc.

Ah nhanhá, venha escutar
Amor puro e verdadeiro,
Com preguiçosa doçura
Que é Amor de Brasileiro.

Gentes etc.

Os respeitos cá do Reino
Dão a Amor muita nobreza,
Porém tiram-lhe a doçura
Que lhe deu a Natureza.

Gentes etc.

Quando a gente tem nhanhá
Que lhe seja bem fiel,
É como no Reino dizem
Caiu a sopa no mel.

Gentes etc.

Se tu queres queu te adore,
A Brasileira hei de amar-te,
Eu sou teu, e tu és minha,
Não há mais tir-te nem guar-te.

Gentes etc.

",15757
